Date,Open,High,Low,Close
2013-11-29,2270.7765,2382.8351,2245.2559,2357.4846
2013-12-06,2321.3779,2388.6697,2259.8501,2326.4718
2013-12-13,2336.7257,2368.2653,2289.6201,2336.1597
2013-12-20,2336.7091,2356.9322,2209.0608,2240.8286
2013-12-27,2241.8310,2311.3158,2208.1256,2282.4002
2014-01-03,2288.0379,2349.3825,2245.6510,2305.6525
2014-01-10,2299.8277,2309.5112,2188.6806,2216.3849
2014-01-17,2218.4788,2268.2597,2157.2377,2170.7999
2014-01-24,2163.1089,2249.2552,2100.9798,2218.1341
2014-01-30,2206.8356,2225.6335,2124.5316,2146.5076
2014-02-07,2130.4670,2182.2849,2101.7012,2163.5690
2014-02-14,2174.7221,2286.4700,2160.7536,2242.5552
2014-02-21,2254.4319,2287.3944,2182.7876,2214.3290
2014-02-28,2200.6137,2220.0091,2001.5017,2085.2210
2014-03-07,2088.8343,2140.2200,2007.2672,2071.3594
2014-03-14,2057.2294,2132.4177,2007.4396,2083.3310
2014-03-21,2095.4776,2127.4567,1961.5738,2048.8043
2014-03-28,2047.0812,2124.4373,1998.5811,2022.4080
2014-04-04,2025.9373,2065.0315,1975.5521,2054.5682
2014-04-11,2045.6266,2164.0221,2031.3187,2131.9134
2014-04-18,2138.8767,2175.8474,2080.5058,2112.7619
2014-04-25,2095.6610,2138.3073,1991.4439,2005.3761
2014-04-30,2006.6939,2061.6566,1948.8762,2029.9265
2014-05-09,2021.4391,2077.6042,1947.6933,1980.9459
2014-05-16,1993.8458,2043.9167,1955.4358,1984.9002
2014-05-23,1983.0780,2012.2644,1927.8812,1989.9083
2014-05-30,2006.8406,2035.7490,1967.0879,1995.2621
2014-06-06,1999.1603,2021.7162,1938.8847,1974.7620
2014-06-13,1971.1077,2022.7093,1944.4976,2006.4160
2014-06-20,2007.5514,2035.4170,1923.5119,1957.4074
2014-06-27,1959.8927,2001.1223,1942.7324,1984.5812
2014-07-04,1985.9835,2029.3919,1969.8442,1991.1088
2014-07-11,1993.5751,2010.5296,1895.1017,1922.1308
2014-07-18,1924.3253,1967.6783,1898.5660,1919.3692
2014-07-25,1924.2237,1977.3426,1906.9308,1965.4344
2014-08-01,1973.0523,2089.6226,1958.2354,2045.6606
2014-08-08,2050.5463,2094.3011,2032.8228,2053.1590
2014-08-15,2059.9639,2100.5336,2040.7643,2072.0663
2014-08-22,2075.7638,2129.1438,2064.6762,2108.3043
2014-08-29,2112.4361,2129.8561,2054.1513,2100.8122
2014-09-05,2108.3319,2231.4242,2090.9578,2212.3443
2014-09-12,2215.8399,2242.3257,2182.4178,2209.4969
2014-09-19,2205.6291,2233.3529,2128.9112,2190.9331
2014-09-26,2186.6929,2242.1726,2137.1577,2201.5887
2014-09-30,2211.8139,2246.9165,2189.8389,2226.8515
2014-10-10,2235.1231,2263.2496,2196.2652,2213.5010
2014-10-17,2203.6530,2249.8878,2169.1273,2205.0493
2014-10-24,2210.8227,2237.0921,2171.0208,2190.2407
2014-10-31,2176.1383,2332.3077,2139.9256,2297.9977
2014-11-07,2304.4093,2336.0570,2251.9135,2281.5607
2014-11-14,2303.0313,2405.8451,2277.2179,2356.3622
2014-11-21,2403.7329,2429.9767,2305.5921,2378.0850
2014-11-28,2403.6713,2597.8562,2372.9838,2563.2102
2014-12-05,2592.0663,2960.5296,2531.3088,2845.1525
2014-12-12,2830.0189,3088.8868,2691.0558,2829.6464
2014-12-19,2815.7205,3053.5684,2749.8537,2997.8771
2014-12-26,3001.8645,3129.0114,2787.4578,3044.6349
2014-12-31,3101.5819,3193.7567,2968.2093,3148.0923
2015-01-09,3189.2074,3359.2369,3121.5985,3176.6327
2015-01-16,3171.3259,3398.5141,3092.0287,3326.4712
2015-01-23,3107.3863,3360.9188,3002.4947,3274.9953
2015-01-30,3273.4678,3363.2019,3102.2823,3121.9252
2015-02-06,3047.7352,3190.0696,2941.8868,2978.9012
2015-02-13,2981.6403,3201.0753,2942.3078,3137.5209
2015-02-17,3141.9657,3238.5950,3110.0601,3193.8159
2015-02-27,3200.0521,3294.4219,3120.8047,3239.9849
2015-03-06,3267.7315,3307.9571,3102.2400,3139.5444
2015-03-13,3115.0338,3353.5128,3069.8307,3285.3792
2015-03-20,3303.3056,3556.6554,3262.4890,3488.5292
2015-03-27,3510.5090,3678.3503,3462.3941,3563.7066
2015-04-03,3600.4982,3821.7854,3561.6896,3718.2144
2015-04-10,3765.5676,4023.7961,3713.4955,3908.3514
2015-04-17,3945.0744,4401.3460,3874.9044,4326.4524
2015-04-24,4393.3829,4551.6346,4153.4474,4404.4260
2015-04-30,4471.0900,4732.5433,4385.8794,4501.8565
2015-05-08,4502.1536,4652.4012,4073.7748,4233.4095
2015-05-15,4257.4866,4519.5560,4188.9821,4267.0089
2015-05-22,4222.6935,4544.7730,4144.3586,4481.6273
2015-05-29,4488.0839,4795.2209,4094.0207,4255.3434
2015-06-05,4263.3676,4766.2486,4227.7124,4666.9597
2015-06-12,4735.7848,4956.8403,4532.8609,4615.9251
2015-06-19,4622.6619,4711.4626,3932.0587,3967.2498
2015-06-26,3982.4939,4264.2642,3670.7481,3738.8793
