Date,Open,High,Low,Close,Net_Close,n_holdings
2024-09-23,5007.4999357398465,5111.743146937629,4974.152250250925,5068.1791040208,4612.332313498909,54
2024-09-24,5109.1329853767265,5289.1739750961015,5060.088185631655,5275.551427632473,4801.052966318905,54
2024-09-25,5347.768536543279,5466.190802315708,5261.641673538555,5316.718391061188,4838.517253151282,54
2024-09-26,5314.56713302417,5420.154238536203,5248.864561689702,5403.560375666285,4917.5484167194145,54
2024-09-27,5445.69898830051,5512.968539816189,5265.575903856137,5375.391965590517,4891.913555490994,54
2024-09-30,5427.953138303351,5742.1325255638585,5326.8721053824775,5647.910738902199,5139.921196575218,54
2024-10-08,6092.987224862097,6160.716927972771,5521.030836374255,5687.676772441797,5176.1105572331435,54
2024-10-09,5609.106390707718,5684.105036780352,5364.708218243901,5399.886718897595,4914.20517934063,54
2024-10-10,5428.332102963725,5728.493558466685,5396.905144158356,5584.548250465313,5082.257714902026,54
2024-10-11,5595.31726962891,5685.8824606567905,5465.520005469703,5528.896171278951,5031.611145813531,54
2024-10-14,5554.551008337954,5698.312662639905,5508.381775913649,5638.908924832764,5131.729031882452,54
2024-10-15,5612.520715530512,5652.18648967003,5489.52640932482,5495.902294514175,5001.584834425078,54
2024-10-16,5465.722282735454,5580.214387882039,5426.390716925118,5519.472098981702,5023.034702027859,54
2024-10-17,5532.960986327679,5600.83260451009,5459.102186379932,5466.3938138181775,4974.730432431188,54
2024-10-18,5473.493793922781,5608.800911543325,5400.378484821384,5548.345293948745,5049.310957741631,54
2024-10-21,5559.09852259156,5607.633512704197,5440.924228963763,5493.615579566624,4999.503793280343,54
2024-10-22,5489.664757963312,5573.106135684185,5446.924163345732,5519.64916380748,5023.195841127476,54
2024-10-23,5516.1562275223105,5556.620998892807,5464.320829899533,5499.942747124218,5005.26187695889,54
2024-10-24,5482.205839798135,5529.832140828499,5434.233414727689,5481.880506971312,4988.824207294585,54
2024-10-25,5479.560298947912,5500.703319877362,5396.484598071659,5424.514225169531,4936.617615966798,54
2024-10-28,5419.757089685342,5447.888235004492,5339.780738874023,5410.331655585832,4923.710668000527,54
2024-10-29,5403.787633510482,5465.781686611929,5355.344945797896,5397.014433969523,4911.591236084991,54
2024-10-30,5386.135802114228,5429.985269971295,5304.812115703597,5342.402212948491,4861.890997289677,54
